DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
spice-dipeptide	34	CC[C@@H](C)[C@H](C(=O)NC)NC(=O)[C@@H](CC1=CNC=N1)NC(=O)C	CCC(C)C(C(=O)NC)NC(=O)C(CC1=CNC=N1)NC(=O)C
spice-dipeptide	26	CC(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)NC	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CCCNC(=[NH2+])N)C(=O)NC
spice-dipeptide	29	CC(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@H](CCCC[NH3+])C(=O)NC	CC(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC
spice-dipeptide	47	CC(=O)N[C@H](CC1=CNC=N1)C(=O)NCC(=O)NC	CC(=O)NC(CC1=CNC=N1)C(=O)NCC(=O)NC
spice-dipeptide	39	CC[C@@H](C)[C@H](C(=O)N[C@H](CC(=O)[O-])C(=O)NC)NC(=O)C	CCC(C)C(C(=O)NC(CC(=O)[O-])C(=O)NC)NC(=O)C
spice-dipeptide	41	CC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CC1=CNc2c1cccc2)C(=O)NC	CC(=O)NC(CC(=O)O)C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC
spice-dipeptide	48	CC(C)[C@H](C(=O)NCC(=O)NC)NC(=O)C	CC(C)C(C(=O)NCC(=O)NC)NC(=O)C
spice-dipeptide	39	CC(=O)N[C@H](CC1=CN=CN1)C(=O)N[C@H](CCC(=O)O)C(=O)NC	CC(=O)NC(CC1=CN=CN1)C(=O)NC(CCC(=O)O)C(=O)NC
spice-dipeptide	42	CC[C@@H](C)[C@H](C(=O)N[C@H](C)C(=O)NC)NC(=O)C	CCC(C)C(C(=O)NC(C)C(=O)NC)NC(=O)C
spice-dipeptide	42	CC(=O)N[C@H](CC1=CN=CN1)C(=O)N[C@H](CC(=O)N)C(=O)NC	CC(=O)NC(CC1=CN=CN1)C(=O)NC(CC(=O)N)C(=O)NC
spice-dipeptide	43	CC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCSC)C(=O)NC	CC(=O)NC(CC(=O)O)C(=O)NC(CCSC)C(=O)NC
spice-dipeptide	40	CC(=O)N[C@H](CC1=CNC=N1)C(=O)N[C@H](CC(=O)O)C(=O)NC	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)O)C(=O)NC
spice-dipeptide	47	CC(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@@H](CS)C(=O)NC	CC(=O)NC(CCC(=O)[O-])C(=O)NC(CS)C(=O)NC
spice-dipeptide	32	CC(=O)N[C@H](CC1=CN=CN1)C(=O)N[C@H](Cc2ccc(cc2)O)C(=O)NC	CC(=O)NC(CC1=CN=CN1)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC
spice-dipeptide	39	CC(=O)N[C@H](CC1=CNC=[NH+]1)C(=O)N[C@H](CCSC)C(=O)NC	CC(=O)NC(CC1=CNC=[NH+]1)C(=O)NC(CCSC)C(=O)NC
spice-dipeptide	32	CC(=O)N[C@H](CCCCN)C(=O)N[C@H](CC1=CN=CN1)C(=O)NC	CC(=O)NC(CCCCN)C(=O)NC(CC1=CN=CN1)C(=O)NC
spice-dipeptide	32	CC[C@@H](C)[C@H](C(=O)NC)NC(=O)[C@@H](CC1=CNC=[NH+]1)NC(=O)C	CCC(C)C(C(=O)NC)NC(=O)C(CC1=CNC=[NH+]1)NC(=O)C
spice-dipeptide	45	C[C@H](C(=O)NC)NC(=O)[C@@H](CC(=O)N)NC(=O)C	CC(C(=O)NC)NC(=O)C(CC(=O)N)NC(=O)C
spice-dipeptide	44	CC(C)C[C@H](C(=O)N[C@H](CC(=O)[O-])C(=O)NC)NC(=O)C	CC(C)CC(C(=O)NC(CC(=O)[O-])C(=O)NC)NC(=O)C
spice-dipeptide	25	CC(=O)N[C@H](CCCC[NH3+])C(=O)N[C@H](CC1=CNc2c1cccc2)C(=O)NC	CC(=O)NC(CCCC[NH3+])C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC
spice-dipeptide	29	CC(=O)N[C@H](CC1=CN=CN1)C(=O)N[C@H](CCCCN)C(=O)NC	CC(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)NC
spice-dipeptide	44	C[C@H](C(=O)NC)NC(=O)[C@@H](CC(C)C)NC(=O)C	CC(C)CC(C(=O)NC(C)C(=O)NC)NC(=O)C
spice-dipeptide	46	CC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CO)C(=O)NC	CC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC
spice-dipeptide	42	CC(C)C[C@H](C(=O)N[C@H](C(C)C)C(=O)NC)NC(=O)C	CC(C)CC(C(=O)NC(C(C)C)C(=O)NC)NC(=O)C
spice-dipeptide	27	CC(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CCCC[NH3+])C(=O)NC	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CCCC[NH3+])C(=O)NC
spice-dipeptide	37	CC(=O)N[C@H](CC1=CNC=[NH+]1)C(=O)N[C@H](CC(=O)O)C(=O)NC	CC(=O)NC(CC1=CNC=[NH+]1)C(=O)NC(CC(=O)O)C(=O)NC
spice-dipeptide	43	CC(C)C[C@H](C(=O)N[C@H](CO)C(=O)NC)NC(=O)C	CC(C)CC(C(=O)NC(CO)C(=O)NC)NC(=O)C
spice-dipeptide	29	CC(C)C[C@H](C(=O)NC)NC(=O)[C@@H](CCCC[NH3+])NC(=O)C	CC(C)CC(C(=O)NC)NC(=O)C(CCCC[NH3+])NC(=O)C
spice-dipeptide	40	CC(=O)N1CCC[C@@H]1C(=O)N[C@H](CCC(=O)N)C(=O)NC	CC(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)NC
