DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
spice-pubchem	41	COc1cc2c(c(c1O)OC)CN3CCC24[C@H]3C[C@H](C=C4)OC	COc1cc2c(c(c1O)OC)CN3CCC24C3CC(C=C4)OC
spice-pubchem	50	C1=CC2=COC=C2C=CC1=O	C1=CC2=COC=C2C=CC1=O
spice-pubchem	45	C1CCC(C(C1)N(F)F)N(F)F	C1CCC(C(C1)N(F)F)N(F)F
spice-pubchem	47	c1ccc(c(c1)OC2=CC=CN3C2=NN=C3C45CCC(C4)(CC5)O)F	c1ccc(c(c1)OC2=CC=CN3C2=NN=C3C45CCC(C4)(CC5)O)F
spice-pubchem	44	CCC[C@H]1C(=O)N[C@]2([C@@]1(C)O)[C@H](OC2=O)[C@@H]3CCCC=C3	CCCC1C(=O)NC2(C1(C)O)C(OC2=O)C3CCCC=C3
spice-pubchem	45	COC(=O)[C@H](c1ccccc1Cl)N2CC[C@@H]3C(=CC(=O)S3)C2	COC(=O)C(c1ccccc1Cl)N2CCC3C(=CC(=O)S3)C2
spice-pubchem	50	c1ccc2c(c1)N3C(=NN=C3C4=CC=CO4)CO2	c1ccc2c(c1)N3C(=NN=C3C4=CC=CO4)CO2
spice-pubchem	50	c1ccc(cc1)/C(=C/C2=CC=C(O2)N3CCOCC3)/C#N	c1ccc(cc1)C(=CC2=CC=C(O2)N3CCOCC3)C#N
spice-pubchem	47	CC1=CC2=NC=NN2N=C1OCC(C)(C)CCS(=O)(=O)N	CC1=CC2=NC=NN2N=C1OCC(C)(C)CCS(=O)(=O)N
spice-pubchem	38	c1ccc(cc1)C2=NC(C(=Nc3c2cccc3)N4CC(C4)O)C5=CC=CS5	c1ccc(cc1)C2=NC(C(=Nc3c2cccc3)N4CC(C4)O)C5=CC=CS5
spice-pubchem	43	CC(C)(C)[S@](=O)/N=C(\c1ccc(cc1)OCCCC(F)(F)F)/C(F)(F)F	CC(C)(C)S(=O)N=C(c1ccc(cc1)OCCCC(F)(F)F)C(F)(F)F
spice-pubchem	45	c1ccnc(c1)c2ncc3c(n2)CCN(C3)c4ccc(c(c4)F)Br	c1ccnc(c1)c2ncc3c(n2)CCN(C3)c4ccc(c(c4)F)Br
spice-pubchem	47	CC1=NNC2=C1c3c(nc4ccccc4n3)C(C2)(C)C	CC1=NNC2=C1c3c(nc4ccccc4n3)C(C2)(C)C
spice-pubchem	40	c1c(nc2c(n1)SC=C2C(=O)NC3=CSC=C3Br)N4C[C@@H]5CC[C@H]4CN5	c1c(nc2c(n1)SC=C2C(=O)NC3=CSC=C3Br)N4CC5CCC4CN5
spice-pubchem	46	C[C@]12CCC3=C(C1=CCC2=O)CSC4=C3SCc5c4cccc5	CC12CCC3=C(C1=CCC2=O)CSC4=C3SCc5c4cccc5
spice-pubchem	31	CCN(CC)C(=S)SCC1=Nc2ccccc2N1Cc3cc(ccc3O)O	CCN(CC)C(=S)SCC1=Nc2ccccc2N1Cc3cc(ccc3O)O
spice-pubchem	41	C=CCN1C(=C(SC1=S)C(=O)NCCC2=CCCCC2)N	C=CCN1C(=C(SC1=S)C(=O)NCCC2=CCCCC2)N
spice-pubchem	47	C(CCC(=O)/C(=N/[N+](=O)[O-])/SC#N)CCCC(=O)/C(=N/[N+](=O)[O-])/SC#N	C(CCCC(=O)C(=N[N+](=O)[O-])SC#N)CCC(=O)C(=N[N+](=O)[O-])SC#N
spice-pubchem	47	CC1=CC(=CN2C1=NC(=C2Cc3cccc(c3)F)C4=CC=CO4)Br	CC1=CC(=CN2C1=NC(=C2Cc3cccc(c3)F)C4=CC=CO4)Br
spice-pubchem	49	c1ccc(cc1)Oc2ccccc2N(CC3=COC=C3)C(=O)CF	c1ccc(cc1)Oc2ccccc2N(CC3=COC=C3)C(=O)CF
spice-pubchem	50	CC1C(=O)N(c2c(nccn2)S1)C	CC1C(=O)N(c2c(nccn2)S1)C
spice-pubchem	31	c1ccc(cc1)C2(C(=O)NC(=O)O2)C3=CC=C(NC3=O)c4ccc5ccccc5c4	c1ccc(cc1)C2(C(=O)NC(=O)O2)C3=CC=C(NC3=O)c4ccc5ccccc5c4
spice-pubchem	35	c1c2c(cc3c1OCO3)N4C(C[C@]56CC[C@]47[C@H]2CCN([C@H]75)CC=C6)O	c1c2c(cc3c1OCO3)N4C(CC56CCC47C2CCN(C75)CC=C6)O
spice-pubchem	44	CC=C=C(C)CN	CC=C=C(C)CN
spice-pubchem	44	c1cc2c(nc1)-c3c(c(ncn3)Nc4ccc5c(c4)OC=CO5)O2	c1cc2c(nc1)-c3c(c(ncn3)Nc4ccc5c(c4)OC=CO5)O2
spice-pubchem	48	C1CS(=O)(=O)CCN1/N=C/C2=CSC(=N2)C3=CC=C(S3)[N+](=O)[O-]	C1CS(=O)(=O)CCN1N=CC2=CSC(=N2)C3=CC=C(S3)[N+](=O)[O-]
spice-pubchem	50	C[C@@H](Cc1c2c(c(c3c1OC=C3)Br)OC=C2)[NH3+]	CC(Cc1c2c(c(c3c1OC=C3)Br)OC=C2)[NH3+]
spice-pubchem	38	CC1(C2CCC1(C(C2)(CC#CCN3CCCC3)O)C)C	CC1(C2CCC1(C(C2)(CC#CCN3CCCC3)O)C)C
spice-pubchem	50	CC1C=C(N=N1)c2ccccc2	CC1C=C(N=N1)c2ccccc2
spice-pubchem	47	CN(c1ccccc1)C2=C(C(=O)OC3=C2CCC4=C3C=CO4)Cl	CN(c1ccccc1)C2=C(C(=O)OC3=C2CCC4=C3C=CO4)Cl
spice-pubchem	27	CN1CC(=O)N2[C@@H](C1=O)CC(=O)c3ccccc3NC(=O)[C@H]2c4ccc5c(c4)OCO5	CN1CC(=O)N2C(C1=O)CC(=O)c3ccccc3NC(=O)C2c4ccc5c(c4)OCO5
spice-pubchem	49	CC1=NOC(=N1)Cc2c3c(c(c4c2OC=C4)C[C@@H](C)N)OC=C3	CC1=NOC(=N1)Cc2c3c(c(c4c2OC=C4)CC(C)N)OC=C3
spice-pubchem	50	CC1=C(NC2=C1SC=C2C3CC3)C(=O)O	CC1=C(NC2=C1SC=C2C3CC3)C(=O)O
spice-pubchem	45	CN1C(=CN2C=CC=C2C1=O)CCCNC(=N)N	CN1C(=CN2C=CC=C2C1=O)CCCNC(=N)N
spice-pubchem	41	c1cc(ccc1C(=O)NOC2CCCCO2)Sc3ccc(c4=NON=c34)[N+](=O)[O-]	c1cc(ccc1C(=O)NOC2CCCCO2)Sc3ccc(c4=NON=c34)[N+](=O)[O-]
spice-pubchem	46	CC1=CN(N=C1)C2=CN3C(=CN=C3N=C2)Oc4ccc(cc4)OC	CC1=CN(N=C1)C2=CN3C(=CN=C3N=C2)Oc4ccc(cc4)OC
spice-pubchem	50	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)/N=C(/C(Cl)(Cl)Cl)\Cl	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N=C(C(Cl)(Cl)Cl)Cl
spice-pubchem	42	c1cc2c(c(c1)O)N=C(N3C2=NC(=N3)[C@@H]4CCC[C@@H](C4)CCC(F)(F)F)N	c1cc2c(c(c1)O)N=C(N3C2=NC(=N3)C4CCCC(C4)CCC(F)(F)F)N
spice-pubchem	50	C1=CC2C(=NC(=O)C3=NN=C(N23)S)C=C1	C1=CC2C(=NC(=O)C3=NN=C(N23)S)C=C1
spice-pubchem	43	CN(C)P(=O)(O)OCCSP(=S)(OC)OC	CN(C)P(=O)(O)OCCSP(=S)(OC)OC
spice-pubchem	50	CC1=C(/C(=C\C=O)/[C@H](C1)O)C=O	CC1=C(C(=CC=O)C(C1)O)C=O
spice-pubchem	34	CCCS(=O)(=O)Nc1ccc(c(c1)F)c2c3cc(c(cc3ncn2)OC)OC	CCCS(=O)(=O)Nc1ccc(c(c1)F)c2c3cc(c(cc3ncn2)OC)OC
spice-pubchem	29	C[n+]1cccc(c1)NC(=O)NC2=NC3=NN(C=C3C4=NC(=NN42)C5=CC=CO5)C	C[n+]1cccc(c1)NC(=O)NC2=NC3=NN(C=C3C4=NC(=NN42)C5=CC=CO5)C
spice-pubchem	50	COc1c2c(ncn1)C(=CN2)[C@H]3C([C@H]([C@H](N3)CO)O)O	COc1c2c(ncn1)C(=CN2)C3C(C(C(N3)CO)O)O
spice-pubchem	50	C1C2CC(C1C(C2)S(=O)(=O)CCCl)C(=O)Cl	C1C2CC(C1C(C2)S(=O)(=O)CCCl)C(=O)Cl
spice-pubchem	44	CN1C=C(C(=N1)C(=O)N2CCN(CC2)CC(=O)c3ccc(cc3F)F)Br	CN1C=C(C(=N1)C(=O)N2CCN(CC2)CC(=O)c3ccc(cc3F)F)Br
spice-pubchem	31	CC(C)C1C2=Nc3ccc(cc3N2CCN1c4nccc(n4)C(F)(F)F)S(=O)(=O)C	CC(C)C1C2=Nc3ccc(cc3N2CCN1c4nccc(n4)C(F)(F)F)S(=O)(=O)C
spice-pubchem	47	c1cc2c(c(c1)[N+](=O)[O-])C(=O)N(C2=O)c3ccc4c(c3)SC(=S)N4	c1cc2c(c(c1)[N+](=O)[O-])C(=O)N(C2=O)c3ccc4c(c3)SC(=S)N4
spice-pubchem	50	C1COCCN1P(Cl)Cl	C1COCCN1P(Cl)Cl
spice-pubchem	35	c1cc(ccc1C2C=C(N=C3N2NC(=N3)N4C(=O)CCC4=O)c5ccc(cc5)Cl)Cl	c1cc(ccc1C2C=C(N=C3N2NC(=N3)N4C(=O)CCC4=O)c5ccc(cc5)Cl)Cl
spice-pubchem	50	CC(=C)C1NC=CO1	CC(=C)C1NC=CO1
spice-pubchem	45	c1cc(c(cc1[C@@H]2C[C@H]2NCC(=O)N/N=C/C3=CC=CS3)F)F	c1cc(c(cc1C2CC2NCC(=O)NN=CC3=CC=CS3)F)F
spice-pubchem	35	CC(=O)N1CC2CC1CN2CC3=Cc4ccc(cc4O3)OC5=Nc6c(cccn6)S5	CC(=O)N1CC2CC1CN2CC3=Cc4ccc(cc4O3)OC5=Nc6c(cccn6)S5
spice-pubchem	50	CCCN1c2ccc(cc2N=C(N1)C(F)(F)F)C#N	CCCN1c2ccc(cc2N=C(N1)C(F)(F)F)C#N
spice-pubchem	32	C=CC(=O)N1CCC2(C1)CC(C2)N3c4ccccc4N=C3NC(=O)C5=CC=NS5	C=CC(=O)N1CCC2(C1)CC(C2)N3c4ccccc4N=C3NC(=O)C5=CC=NS5
spice-pubchem	34	CN1C=CC=C1C(=O)N[C@H](CCN2C=CN=N2)C(=O)NCc3ccccc3	CN1C=CC=C1C(=O)NC(CCN2C=CN=N2)C(=O)NCc3ccccc3
spice-pubchem	35	CC(C)(C)c1ccc(cc1)P(=O)(C(C)(C)C)O	CC(C)(C)c1ccc(cc1)P(=O)(C(C)(C)C)O
spice-pubchem	50	CCCCOS(=O)OCC#CCCl	CCCCOS(=O)OCC#CCCl
spice-pubchem	50	CCC(C)CON=O	CCC(C)CON=O
spice-pubchem	35	CC(C)(C)OC(=O)N[C@@H](Cc1ccc(cc1)C2CC(=O)NS2(=O)=O)C(=O)N	CC(C)(C)OC(=O)NC(Cc1ccc(cc1)C2CC(=O)NS2(=O)=O)C(=O)N
spice-pubchem	44	CC(C)(C)Nc1nc(nc(n1)SC)OC2=NNC(=O)C=C2	CC(C)(C)Nc1nc(nc(n1)SC)OC2=NNC(=O)C=C2
spice-pubchem	47	c1cc2c(cc1c3c(ccc4=NC(=O)C5C(=c43)C=CS5)O)NN=C2	c1cc2c(cc1c3c(ccc4=NC(=O)C5C(=c43)C=CS5)O)NN=C2
spice-pubchem	46	CC(CN(CCCCNCCO)CCO)O	CC(CN(CCCCNCCO)CCO)O
spice-pubchem	50	C1=C(C=NN1)CCCO	C1=C(C=NN1)CCCO
spice-pubchem	46	C1CCN(CC1)C2CCN(CC2)C(=O)C(F)(F)F	C1CCN(CC1)C2CCN(CC2)C(=O)C(F)(F)F
spice-pubchem	50	CC(C)C1=NNC(=O)N1N	CC(C)C1=NNC(=O)N1N
spice-pubchem	47	CCCCC1=NC2=C(C3=NC(=NN13)c4ccc(cc4)SC)NC=N2	CCCCC1=NC2=C(C3=NC(=NN13)c4ccc(cc4)SC)NC=N2
spice-pubchem	37	CN(C)c1ccc(cc1)C2CC(=NC3=NN=NN23)c4cccc(c4)OC	CN(C)c1ccc(cc1)C2CC(=NC3=NN=NN23)c4cccc(c4)OC
spice-pubchem	50	c1ccc(cc1)N2C(=CC(=C2O)SC3=CC=CS3)O	c1ccc(cc1)N2C(=CC(=C2O)SC3=CC=CS3)O
spice-pubchem	31	CC(=O)C1=Cc2c(c3c(nc2N1)-c4ccccc4C3=O)c5ccc(cc5)N(C)C	CC(=O)C1=Cc2c(c3c(nc2N1)-c4ccccc4C3=O)c5ccc(cc5)N(C)C
spice-pubchem	47	CC(C)C(C1C(=O)/C(=C/c2ccc(cc2)Br)/SC1=S)C(=O)O	CC(C)C(C1C(=O)C(=Cc2ccc(cc2)Br)SC1=S)C(=O)O
spice-pubchem	39	CC1=C(OC2=C1C(=O)C(=O)c3c2ccc4c3CCCC4(C)C)S(=O)(=O)[O-]	CC1=C(OC2=C1C(=O)C(=O)c3c2ccc4c3CCCC4(C)C)S(=O)(=O)[O-]
spice-pubchem	50	c1c(ncnc1F)F	c1c(ncnc1F)F
spice-pubchem	50	CC1(C=C(C=C(O1)C(F)(F)F)C(F)(F)F)C(F)(F)F	CC1(C=C(C=C(O1)C(F)(F)F)C(F)(F)F)C(F)(F)F
spice-pubchem	36	CC1C(=C(NC(=O)N1)C)C(=O)NC(=O)CN2c3ccccc3C(=O)C2=O	CC1C(=C(NC(=O)N1)C)C(=O)NC(=O)CN2c3ccccc3C(=O)C2=O
spice-pubchem	50	c1c2c(cnn1)C(=O)C3=C(C2=O)NN=N3	c1c2c(cnn1)C(=O)C3=C(C2=O)NN=N3
spice-pubchem	35	CS(=O)(=O)C1=NN(c2c1ccnc2)CC3=Nc4cc(ccc4N3CC(CN)(F)F)Cl	CS(=O)(=O)C1=NN(c2c1ccnc2)CC3=Nc4cc(ccc4N3CC(CN)(F)F)Cl
spice-pubchem	36	CC1CCCC2=C1C3=C(S2)N=C(N4C3=NC=N4)N5CCN(CC5)CCO	CC1CCCC2=C1C3=C(S2)N=C(N4C3=NC=N4)N5CCN(CC5)CCO
spice-pubchem	32	CCOC1C=C(C=NC1=O)c2ccc(c(c2)F)CC(=O)Nc3ccc(c(c3)C(F)(F)F)C#N	CCOC1C=C(C=NC1=O)c2ccc(c(c2)F)CC(=O)Nc3ccc(c(c3)C(F)(F)F)C#N
spice-pubchem	45	CN1[C@H]([C@@H]2[C@H](O1)CCCC2=O)Cc3ccccc3	CN1C(C2C(O1)CCCC2=O)Cc3ccccc3
spice-pubchem	50	C1CN(CCN1)C(C(Cl)(Cl)Cl)NC=O	C1CN(CCN1)C(C(Cl)(Cl)Cl)NC=O
spice-pubchem	50	C1=NC2=C(N=NC(=O)C2N1)O	C1=NC2=C(N=NC(=O)C2N1)O
spice-pubchem	49	CC(C)C1=NOc2c1cnc(n2)C(C)(C)C	CC(C)C1=NOc2c1cnc(n2)C(C)(C)C
spice-pubchem	45	C1CCC(CC1)NS(=O)C23CC4CC(C2)CC(C4)C3	C1CCC(CC1)NS(=O)C23CC4CC(C2)CC(C4)C3
spice-pubchem	26	C#CCCCOP(=O)(O)OP(=O)(O)O	C#CCCCOP(=O)(O)OP(=O)(O)O
spice-pubchem	40	c1ccc2c(c1)CSc3ccccc3C2NC(=O)OC4CCCC4	c1ccc2c(c1)CSc3ccccc3C2NC(=O)OC4CCCC4
spice-pubchem	50	C=C(CN1C=CC=CC1=O)C(=O)C2=CSC=C2	C=C(CN1C=CC=CC1=O)C(=O)C2=CSC=C2
spice-pubchem	47	CC(C)[C@@H]1CCC(=C[C@H]1/C=C(\CO)/C(=O)O)CO	CC(C)C1CCC(=CC1C=C(CO)C(=O)O)CO
spice-pubchem	50	CC(=O)SSCCCl	CC(=O)SSCCCl
spice-pubchem	31	c1ccc-2c(c1)Cc3c2ccc(c3)/N=[N+](\c4ccc-5c(c4)Cc6c5cccc6)/[O-]	c1ccc-2c(c1)Cc3c2ccc(c3)N=[N+](c4ccc-5c(c4)Cc6c5cccc6)[O-]
spice-pubchem	49	CN1C=Cc2c1cnc(c2)C3=Nc4ccc(nc4O3)F	CN1C=Cc2c1cnc(c2)C3=Nc4ccc(nc4O3)F
spice-pubchem	32	c1cc(c(cc1Cl)C2=CC(=C(O2)C(=O)NC(=N)N)N3CCCCC3)Cl	c1cc(c(cc1Cl)C2=CC(=C(O2)C(=O)NC(=N)N)N3CCCCC3)Cl
spice-pubchem	38	CCOP(=O)(C(Cc1ccc(cc1)F)C2=CSc3c2cc(cc3)F)OCC	CCOP(=O)(C(Cc1ccc(cc1)F)C2=CSc3c2cc(cc3)F)OCC
spice-pubchem	33	CN1C(=C(C=N1)Br)C2=CC=C(O2)C(=O)N[C@@H]3CNCC[C@H]3c4ccc(cc4)Cl	CN1C(=C(C=N1)Br)C2=CC=C(O2)C(=O)NC3CNCCC3c4ccc(cc4)Cl
spice-pubchem	36	c1ccc(c(c1)/[NH+]=C(\N)/[N-]C23CC4CC(C2)CC(C4)C3)[N+](=O)[O-]	c1ccc(c(c1)[NH+]=C(N)[N-]C23CC4CC(C2)CC(C4)C3)[N+](=O)[O-]
spice-pubchem	28	CN1C=C(C=N1)C2(C(=O)N(C(=N)N2)C3CCOCC3)c4ccc(cc4)OC	CN1C=C(C=N1)C2(C(=O)N(C(=N)N2)C3CCOCC3)c4ccc(cc4)OC
spice-pubchem	47	C[C@H]([C@H]1C(O1)/C=C/[C@H]2[C@@H](O2)[C@@H](C=C)O)O	CC(C1C(O1)C=CC2C(O2)C(C=C)O)O
spice-pubchem	39	CC(C)(CNc1ccccc1NCC(C)(C)SCC#C)S	CC(C)(CNc1ccccc1NCC(C)(C)SCC#C)S
spice-pubchem	50	CON1C2=C3C(=CC1=O)c4ccccc4N3C(=O)C=C2	CON1C2=C3C(=CC1=O)c4ccccc4N3C(=O)C=C2
spice-pubchem	45	CC(C)c1ccc(cc1)C(C#CCOCc2ccc(cc2)SC)O	CC(C)c1ccc(cc1)C(C#CCOCc2ccc(cc2)SC)O
spice-pubchem	46	C1C[C@H](NC[C@@H]1NOS(=O)(=O)O)C(=O)N	C1CC(NCC1NOS(=O)(=O)O)C(=O)N
spice-pubchem	49	CSc1c2c(c3ccc(cc3n1)Cl)NCCN=C2	CSc1c2c(c3ccc(cc3n1)Cl)NCCN=C2
spice-pubchem	35	C[C@@H]1[C@H](C2[C@@H]([C@]1(C=C(C2=O)CC=C)CC=C)O)c3ccc4c(c3)OCO4	CC1C(C2C(C1(C=C(C2=O)CC=C)CC=C)O)c3ccc4c(c3)OCO4
spice-pubchem	31	C/C(=N\OCCCCF)/C1=NN2C(=NN=C2Cc3c(cc4c(c3F)cccn4)F)C=C1	CC(=NOCCCCF)C1=NN2C(=NN=C2Cc3c(cc4c(c3F)cccn4)F)C=C1
spice-pubchem	46	CC1(CC(=NO1)SCC(C(=O)O)NC(=O)CC(=O)O)C	CC1(CC(=NO1)SCC(C(=O)O)NC(=O)CC(=O)O)C
spice-pubchem	41	CC(C)(C)N(C(C1=C(CCCC1)O)SC)N=O	CC(C)(C)N(C(C1=C(CCCC1)O)SC)N=O
spice-pubchem	43	C=CCN1C(=O)/C(=C\C/C=N/c2ccccc2)/C(=O)NC1=O	C=CCN1C(=O)C(=CCC=Nc2ccccc2)C(=O)NC1=O
spice-pubchem	44	CCCCC(c1cccc(c1O)CO)C2=CNC=N2	CCCCC(c1cccc(c1O)CO)C2=CNC=N2
spice-pubchem	38	CN(CC[C@H](c1ccccc1)Oc2ccc(cc2)C(F)(F)F)CC(=O)[O-]	CN(CCC(c1ccccc1)Oc2ccc(cc2)C(F)(F)F)CC(=O)[O-]
spice-pubchem	49	CC1=CC(C(O1)(C)C=C(C)C)(C)C	CC1=CC(C(O1)(C)C=C(C)C)(C)C
spice-pubchem	40	CN(C)CCCC1(c2ccccc2OCC3=C1Oc4c3cccc4)O	CN(C)CCCC1(c2ccccc2OCC3=C1Oc4c3cccc4)O
spice-pubchem	50	c1c(cc(c(c1F)F)F)N2C(=O)C=CS2	c1c(cc(c(c1F)F)F)N2C(=O)C=CS2
spice-pubchem	34	c1cc(ccc1/C=C/C(=O)NCC(CO)O)Oc2cncc3c2C=C(S3)C(=O)N	c1cc(ccc1C=CC(=O)NCC(CO)O)Oc2cncc3c2C=C(S3)C(=O)N
spice-pubchem	45	CC(C)N(c1ccc(cc1)F)C(=O)COC2=NN=C(S2)C(F)(F)F	CC(C)N(c1ccc(cc1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
spice-pubchem	48	Cc1cc(nc(n1)Sc2nc(nc(n2)Cl)NC)C	Cc1cc(nc(n1)Sc2nc(nc(n2)Cl)NC)C
spice-pubchem	50	C/C(=N\O)/C(=N\O)/N1C=CC(=N)C=C1	CC(=NO)C(=NO)N1C=CC(=N)C=C1
spice-pubchem	35	Cc1ccc(c(c1)F)NC(=O)CSC2=C(C3C(S2)C(CC(=O)N3)O)C#N	Cc1ccc(c(c1)F)NC(=O)CSC2=C(C3C(S2)C(CC(=O)N3)O)C#N
spice-pubchem	41	CC1CC(=O)C2=C(C1O)C=CC3(C2C(c4cccc(c4C3O)OC)O)O	CC1CC(=O)C2=C(C1O)C=CC3(C2C(c4cccc(c4C3O)OC)O)O
spice-pubchem	50	CC(=C)C(=O)/C(=C/[C@@](C)([C@@H](CCl)Br)Cl)/Cl	CC(=C)C(=O)C(=CC(C)(C(CCl)Br)Cl)Cl
spice-pubchem	27	c1cc(c(cc1N=[N+]=[N-])O)C(=O)NCCSSCCC(=O)N2C(=O)CC(C2=O)S(=O)(=O)O	c1cc(c(cc1N=[N+]=[N-])O)C(=O)NCCSSCCC(=O)N2C(=O)CC(C2=O)S(=O)(=O)O
spice-pubchem	50	C(C(C(C=O)Cl)O)Cl	C(C(C(C=O)Cl)O)Cl
spice-pubchem	50	c1ccc2c(c1)C3=NSC4=CCC(=C(C43)C2=O)N	c1ccc2c(c1)C3=NSC4=CCC(=C(C43)C2=O)N
spice-pubchem	33	c1ccc(cc1)Oc2ccccc2N3CCN(CC3)CC4=CC(=NO4)CO	c1ccc(cc1)Oc2ccccc2N3CCN(CC3)CC4=CC(=NO4)CO
spice-pubchem	30	c1cc(ccc1N2c3ccc(cc3C=N2)c4ccc(cc4C(F)(F)F)NS(=O)(=O)C5=CSC=C5)F	c1cc(ccc1N2c3ccc(cc3C=N2)c4ccc(cc4C(F)(F)F)NS(=O)(=O)C5=CSC=C5)F
spice-pubchem	38	C1COP(=O)(NC1SCCCCCCO)N(CCCl)CCCl	C1COP(=O)(NC1SCCCCCCO)N(CCCl)CCCl
spice-pubchem	50	CCC1(CC(C(O1)(CC)CC)O)CC	CCC1(CC(C(O1)(CC)CC)O)CC
spice-pubchem	39	CS(=O)(=O)N1C=C2CN(CC2=N1)[C@@H]3C[C@@H](C(SC3)c4cc(cc(c4F)F)F)N	CS(=O)(=O)N1C=C2CN(CC2=N1)C3CC(C(SC3)c4cc(cc(c4F)F)F)N
spice-pubchem	39	CN(Cc1ccc(cc1)S(=O)C(F)(F)F)C(=O)N2[C@H](CC2=O)Cc3ccccc3	CN(Cc1ccc(cc1)S(=O)C(F)(F)F)C(=O)N2C(CC2=O)Cc3ccccc3
spice-pubchem	50	c1ccc(cc1)C2c3ccccc3C(O2)C(=O)O	c1ccc(cc1)C2c3ccccc3C(O2)C(=O)O
