DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
pepconf-dlc	622	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CC2=CNC=N2)C(=O)NC(Cc3ccc(cc3)O)C(=O)N
pepconf-dlc	716	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)[C@H](CCSC)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C(CCSC)NC(=O)C
pepconf-dlc	810	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC4=CNc5c4cccc5)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNC=N3)C(=O)NC(CC4=CNc5c4cccc5)C(=O)N
pepconf-dlc	88	CC(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N	CC(=O)NC(CO)C(=O)NC(CO)C(=O)N
pepconf-dlc	317	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNC=N2)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	759	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNc4c3cccc4)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	112	C[C@H]([C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)C)O	CC(C(C(=O)NC(CSSCC(C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C(Cc1ccc(cc1)O)NC(=O)C)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N)NC(=O)C)O
pepconf-dlc	46	CC(C)[C@@H](C(=O)N[C@@H](CS)C(=O)N)NC(=O)C	CC(C)C(C(=O)NC(CS)C(=O)N)NC(=O)C
pepconf-dlc	35	C[C@@H](C(=O)NCC(=O)N)NC(=O)C	CC(C(=O)NCC(=O)N)NC(=O)C
pepconf-dlc	122	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	67	CC(C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C	CC(C)C(C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	419	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N[C@@H](CC4=CNC=N4)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CC2=CNc3c2cccc3)C(=O)NC(CC4=CNC=N4)C(=O)N
pepconf-dlc	99	CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N	CC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N
pepconf-dlc	382	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	134	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	916	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNc4c3cccc4)C(=O)N
pepconf-dlc	315	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N	CC(=O)NC(Cc1ccccc1)C(=O)NC(CC2=CNc3c2cccc3)C(=O)N
pepconf-dlc	137	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(CC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	59	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CS)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CS)C(=O)N
pepconf-dlc	219	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C
pepconf-dlc	48	C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)C	CC(C(=O)NC(CC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	74	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N1)CC4=CNc5c4cccc5)C(C)C)Cc6ccccc6)CO	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N3CCCC3C(=O)N1)CC4=CNc5c4cccc5)C(C)C)Cc6ccccc6)CO
pepconf-dlc	182	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCSC)C(=O)NC(Cc2ccc(cc2)O)C(=O)N
pepconf-dlc	180	CC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N	CC(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)N
pepconf-dlc	368	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)N2CCCC2C(=O)NC(Cc3ccc(cc3)O)C(=O)N
pepconf-dlc	408	C[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)Cc3ccccc3)Cc4ccccc4)C(C)C	CC1C(=O)NCC(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)Cc3ccccc3)Cc4ccccc4)C(C)C
pepconf-dlc	100	C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)C	CC(C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C
pepconf-dlc	208	C[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)CNC(=O)C1CCCN1C(=O)C(C)NC(=O)C
pepconf-dlc	160	C[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@H](CC1=CNc2c1cccc2)NC(=O)C)C(=O)N3CCC[C@H]3C(=O)N)NC(=O)C	CC(C(=O)NC(CSSCC(C(=O)NCC(=O)N)NC(=O)C(CC1=CNc2c1cccc2)NC(=O)C)C(=O)N3CCCC3C(=O)N)NC(=O)C
pepconf-dlc	462	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@H](CCC(=O)[O-])NC(=O)C)NC(=O)[C@H](CC(=O)[O-])NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C(CCC(=O)[O-])NC(=O)C)NC(=O)C(CC(=O)[O-])NC(=O)C
pepconf-dlc	666	CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C
pepconf-dlc	36	C[C@H]([C@@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)C)O	CC(C(C(=O)N)NC(=O)C1CCCN1C(=O)C)O
pepconf-dlc	107	CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)N)NC(=O)C
pepconf-dlc	256	CC(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCSC)C(=O)N1CCCC1C(=O)NC(CCSC)C(=O)N
pepconf-dlc	430	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	53	CC(C)[C@@H](C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)C	CC(C)C(C(=O)N)NC(=O)C(C(C)C)NC(=O)C
pepconf-dlc	144	C[C@H]([C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)C)O	CC(C(C(=O)NC(CCSC)C(=O)N)NC(=O)C)O
pepconf-dlc	173	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C
pepconf-dlc	76	CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N)NC(=O)[C@@H]2CCCN2C(=O)C	CC(C)CC(C(=O)N1CCCC1C(=O)N)NC(=O)C2CCCN2C(=O)C
pepconf-dlc	255	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	112	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CC(=O)[O-])NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C(CC(=O)[O-])NC(=O)C
pepconf-dlc	390	CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C	CC(C)CC(C(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	161	CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	42	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C(C(C)CC)NC(=O)C
pepconf-dlc	136	CC[C@H](C)[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C
pepconf-dlc	45	CC(=O)NCC(=O)NCC(=O)N	CC(=O)NCC(=O)NCC(=O)N
pepconf-dlc	328	CC(C)[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)C)C(=O)N[C@@H](CC(=O)[O-])C(=O)N)NC(=O)C	CC(C)C(C(=O)NC(CSSCC(C(=O)NC(CC(=O)[O-])C(=O)N)NC(=O)C(C(C)C)NC(=O)C)C(=O)NC(CC(=O)[O-])C(=O)N)NC(=O)C
pepconf-dlc	573	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	412	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNC=N1)C(=O)N
pepconf-dlc	387	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N)NC(=O)[C@H](CCSC)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)N)NC(=O)C(CCSC)NC(=O)C
pepconf-dlc	107	CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C
pepconf-dlc	1004	CC(C)C[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)C	CC(C)CC(C(=O)NCC(=O)NC(C(C)C)C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C(CCCNC(=[NH2+])N)NC(=O)C
pepconf-dlc	71	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N	CC(=O)N1CCCC1C(=O)NC(Cc2ccccc2)C(=O)N
pepconf-dlc	226	CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	370	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	427	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	147	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N	CC(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(=[NH2+])N)C(=O)N
pepconf-dlc	252	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	200	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C
pepconf-dlc	66	CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	588	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNc2c1cccc2)C(=O)N)NC(=O)C
pepconf-dlc	72	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)[O-])NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(CCC(=O)[O-])NC(=O)C)O
pepconf-dlc	358	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	59	CC(C)C[C@@H](C(=O)N)NC(=O)CNC(=O)C	CC(C)CC(C(=O)N)NC(=O)CNC(=O)C
pepconf-dlc	261	CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N)NC(=O)C
pepconf-dlc	105	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	114	C1C[C@H]2C(=O)NCC(=O)N3CCC[C@H]3C(=O)NCC(=O)N2C1	C1CC2C(=O)NCC(=O)N3CCCC3C(=O)NCC(=O)N2C1
pepconf-dlc	638	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CC2=CNc3c2cccc3)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	144	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	152	CC(C)C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	149	CC(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CO)C(=O)N	CC(=O)NC(CCC(=O)[O-])C(=O)NC(CO)C(=O)N
pepconf-dlc	144	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNC=N2)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	118	CC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CCCC[NH3+])C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	598	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	318	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)N2CCCC2C(=O)NC(CCSC)C(=O)N
pepconf-dlc	645	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCSC)C(=O)NC(CC3=CNc4c3cccc4)C(=O)N
pepconf-dlc	266	C[C@@H]1C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@@H]3C(=O)N1)Cc4ccccc4)C)Cc5ccccc5	CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)N1)Cc4ccccc4)C)Cc5ccccc5
pepconf-dlc	49	CC(=O)N[C@@H](CCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N	CC(=O)NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)N
pepconf-dlc	596	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	394	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	229	CC(=O)N[C@@H](CCC(=O)[O-])C(=O)NCC(=O)N	CC(=O)NC(CCC(=O)[O-])C(=O)NCC(=O)N
pepconf-dlc	432	CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	341	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCSC)C(=O)N)NC(=O)C
pepconf-dlc	556	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)N3CCCC3C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	49	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CO)C(=O)N
pepconf-dlc	605	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	46	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(CO)NC(=O)C)O
pepconf-dlc	219	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(Cc3ccc(cc3)O)C(=O)N
pepconf-dlc	165	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	332	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N
pepconf-dlc	682	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(Cc3ccc(cc3)O)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	136	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(CCCNC(=[NH2+])N)NC(=O)C
pepconf-dlc	241	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C
pepconf-dlc	61	CC(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N	CC(=O)NC(CO)C(=O)NC(CS)C(=O)N
pepconf-dlc	205	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNc4c3cccc4)C(=O)N
